id_capteur,zone,latitude,longitude,date_heure,humidite_sol,temperature_sol,altitude,precision_gps,etat_capteur
SA07,Zone A,14.169,-6.8783,2025-04-29 04:00:00,35.2,26.0,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 06:00:00,45.1,26.7,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 07:00:00,52.8,32.6,138.0,1.8,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-04-29 13:00:00,27.7,20.1,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 14:00:00,39.6,31.3,138.0,1.2,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 16:00:00,37.1,30.3,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 17:00:00,38.6,24.4,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 18:00:00,40.7,36.0,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 20:00:00,33.4,22.9,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 22:00:00,39.2,26.2,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-04-29 23:00:00,28.6,27.4,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 00:00:00,27.3,26.4,138.0,1.8,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-04-30 02:00:00,39.7,21.1,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 03:00:00,48.2,27.0,138.0,3.8,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 05:00:00,42.2,30.0,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 06:00:00,24.9,33.9,138.0,1.1,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 07:00:00,51.9,33.7,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 08:00:00,29.0,26.7,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 10:00:00,26.4,27.8,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 11:00:00,48.8,30.1,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 12:00:00,28.6,22.8,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 13:00:00,34.1,28.4,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 14:00:00,57.5,20.0,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 15:00:00,49.7,23.5,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 16:00:00,27.9,27.1,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 17:00:00,29.7,22.7,138.0,1.9,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-04-30 18:00:00,42.2,31.1,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 20:00:00,32.4,26.7,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-04-30 21:00:00,39.3,30.3,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 00:00:00,36.3,30.1,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 01:00:00,24.6,24.2,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 02:00:00,44.0,31.7,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 03:00:00,39.4,22.1,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 04:00:00,47.7,29.4,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 05:00:00,30.7,24.6,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 09:00:00,39.1,21.1,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 11:00:00,30.3,33.3,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 12:00:00,32.1,32.1,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 13:00:00,39.1,26.0,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 16:00:00,38.6,25.7,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 21:00:00,51.5,29.6,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-01 23:00:00,24.4,29.2,138.0,1.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 04:00:00,36.8,31.5,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 05:00:00,44.5,23.6,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 06:00:00,44.1,22.4,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 07:00:00,45.0,32.9,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 08:00:00,42.8,24.1,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 10:00:00,48.6,24.0,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 12:00:00,49.2,26.6,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 13:00:00,39.0,31.3,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 14:00:00,43.5,23.5,138.0,2.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 15:00:00,47.5,29.9,138.0,2.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 16:00:00,54.1,30.3,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 19:00:00,42.8,32.7,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 20:00:00,52.7,27.2,138.0,2.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 21:00:00,43.5,26.3,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-02 23:00:00,15.5,27.9,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 00:00:00,31.0,22.8,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 01:00:00,62.6,29.4,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 02:00:00,39.6,31.0,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 04:00:00,49.1,33.4,138.0,1.6,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-03 05:00:00,37.4,37.0,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 09:00:00,23.0,21.9,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 10:00:00,39.0,27.3,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 11:00:00,20.4,27.2,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 12:00:00,24.2,20.4,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 14:00:00,35.4,33.5,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 16:00:00,49.4,20.1,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 17:00:00,42.7,22.7,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 20:00:00,14.1,27.9,138.0,2.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 21:00:00,29.1,29.7,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-03 22:00:00,7.0,32.8,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 00:00:00,33.8,30.0,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 02:00:00,24.1,27.0,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 05:00:00,34.6,27.4,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 07:00:00,21.3,24.2,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 10:00:00,45.9,25.8,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 11:00:00,49.6,28.1,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 12:00:00,42.8,30.6,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 13:00:00,42.4,24.5,138.0,1.5,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-04 14:00:00,44.9,31.8,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 15:00:00,30.3,30.7,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 16:00:00,49.6,24.6,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 19:00:00,32.7,27.6,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 20:00:00,27.6,25.3,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 21:00:00,32.6,29.5,138.0,2.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-04 22:00:00,48.6,30.1,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 00:00:00,61.2,37.2,138.0,2.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 02:00:00,42.3,26.1,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 03:00:00,30.3,34.3,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 04:00:00,35.7,30.8,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 06:00:00,28.6,33.8,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 07:00:00,39.3,25.4,138.0,1.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 08:00:00,42.8,25.5,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 10:00:00,38.8,31.1,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 11:00:00,31.3,24.2,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 13:00:00,45.2,34.7,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 15:00:00,23.7,35.1,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 16:00:00,41.0,27.7,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 17:00:00,51.0,23.0,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 20:00:00,48.0,32.6,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 21:00:00,38.6,32.0,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 22:00:00,26.0,29.9,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-05 23:00:00,34.5,34.4,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 03:00:00,34.6,30.3,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 04:00:00,31.4,27.1,138.0,1.9,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-06 05:00:00,36.9,24.7,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 08:00:00,43.3,34.1,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 13:00:00,56.9,25.0,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 14:00:00,50.4,27.4,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 15:00:00,36.7,28.5,138.0,2.3,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-06 16:00:00,14.4,19.7,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 19:00:00,44.1,24.6,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 20:00:00,36.6,23.3,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-06 23:00:00,40.9,23.1,138.0,1.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 03:00:00,46.6,30.6,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 04:00:00,31.4,28.2,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 09:00:00,45.3,30.1,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 12:00:00,38.3,27.6,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 13:00:00,33.0,29.5,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 14:00:00,17.0,26.1,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 17:00:00,50.3,25.5,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 18:00:00,24.9,26.6,138.0,2.5,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-07 19:00:00,62.1,32.3,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 20:00:00,2.0,34.7,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 21:00:00,44.5,22.5,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-07 22:00:00,33.2,26.5,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 00:00:00,39.6,29.2,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 02:00:00,33.5,21.6,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 03:00:00,19.7,27.1,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 06:00:00,33.4,31.7,138.0,3.1,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-08 07:00:00,26.2,23.2,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 08:00:00,30.3,35.0,138.0,3.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 09:00:00,42.6,27.4,138.0,1.1,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-08 11:00:00,32.9,30.4,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 12:00:00,40.3,30.0,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 15:00:00,36.3,29.2,138.0,1.9,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-08 16:00:00,45.7,24.5,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 21:00:00,32.6,28.6,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-08 23:00:00,44.8,29.0,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 01:00:00,44.4,25.4,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 02:00:00,25.4,30.1,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 04:00:00,45.8,28.0,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 05:00:00,51.2,35.7,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 06:00:00,30.0,29.6,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 13:00:00,37.6,30.5,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 15:00:00,16.5,26.5,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 17:00:00,44.9,30.1,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 19:00:00,40.9,31.6,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 20:00:00,50.4,31.0,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 21:00:00,31.7,26.6,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 22:00:00,39.7,32.5,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-09 23:00:00,38.0,30.0,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 00:00:00,47.9,28.8,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 03:00:00,45.8,26.3,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 04:00:00,42.3,25.9,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 06:00:00,43.5,23.4,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 09:00:00,21.6,30.5,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 14:00:00,34.0,26.1,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 15:00:00,122.6,49.2,138.0,1.7,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-10 17:00:00,40.9,27.0,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 20:00:00,44.3,33.4,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 21:00:00,54.7,22.0,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-10 22:00:00,41.6,27.8,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 00:00:00,40.5,31.6,138.0,1.8,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-11 03:00:00,43.0,28.9,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 05:00:00,40.7,21.0,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 08:00:00,41.1,32.6,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 11:00:00,33.4,26.4,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 12:00:00,35.8,34.2,138.0,1.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 13:00:00,33.4,16.6,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 14:00:00,42.9,25.5,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 15:00:00,40.6,28.0,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 17:00:00,32.4,34.6,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 18:00:00,40.7,32.4,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 19:00:00,39.9,30.8,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 20:00:00,47.9,25.4,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-11 22:00:00,39.3,27.9,138.0,1.9,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-11 23:00:00,40.0,21.4,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 01:00:00,40.2,25.8,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 03:00:00,38.3,21.5,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 04:00:00,35.7,27.2,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 07:00:00,39.6,33.6,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 09:00:00,36.4,26.2,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 11:00:00,32.5,28.3,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 12:00:00,41.4,26.3,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 13:00:00,37.9,27.4,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 16:00:00,49.2,27.0,138.0,2.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 17:00:00,41.3,30.1,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 18:00:00,48.5,31.7,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 19:00:00,51.5,32.5,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-12 22:00:00,23.0,21.2,138.0,1.7,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-13 00:00:00,41.4,29.3,138.0,1.5,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-13 01:00:00,46.9,27.6,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 03:00:00,19.6,28.4,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 04:00:00,15.8,26.0,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 05:00:00,36.8,25.5,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 07:00:00,48.1,22.5,138.0,1.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 08:00:00,41.5,25.5,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 09:00:00,49.1,33.0,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 12:00:00,38.6,36.7,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 14:00:00,38.4,36.2,138.0,1.6,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-13 15:00:00,18.3,29.1,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 17:00:00,35.1,28.2,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 19:00:00,22.0,21.3,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 21:00:00,30.3,28.4,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-13 22:00:00,29.9,24.2,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 01:00:00,52.2,18.1,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 02:00:00,39.4,26.2,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 03:00:00,16.9,29.4,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 04:00:00,24.8,30.0,138.0,1.6,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-14 05:00:00,36.3,30.7,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 06:00:00,38.1,26.9,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 07:00:00,32.9,34.6,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 08:00:00,58.9,32.2,138.0,2.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 11:00:00,31.9,28.2,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 12:00:00,36.3,27.8,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 18:00:00,33.1,33.5,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 20:00:00,60.3,27.5,138.0,2.2,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-14 21:00:00,37.2,32.7,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 22:00:00,27.0,29.8,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-14 23:00:00,36.6,35.7,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 02:00:00,29.1,31.2,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 03:00:00,40.1,34.5,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 05:00:00,21.8,25.4,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 06:00:00,35.7,27.7,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 08:00:00,31.1,32.0,138.0,2.7,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-15 11:00:00,50.3,30.4,138.0,1.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 13:00:00,38.3,31.2,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 14:00:00,54.2,32.7,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 15:00:00,20.9,27.3,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 16:00:00,32.2,28.9,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 18:00:00,30.9,31.4,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 19:00:00,31.7,26.1,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-15 22:00:00,55.1,26.9,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 00:00:00,54.6,29.9,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 02:00:00,42.8,28.0,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 04:00:00,20.6,27.8,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 05:00:00,51.4,32.0,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 06:00:00,38.9,31.3,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 11:00:00,27.8,30.4,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 12:00:00,22.9,28.9,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 13:00:00,29.1,34.2,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 16:00:00,42.0,27.3,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-16 20:00:00,41.1,22.7,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 00:00:00,44.6,23.2,138.0,1.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 01:00:00,37.8,30.2,138.0,1.7,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 03:00:00,42.6,57.7,138.0,2.6,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-17 04:00:00,44.2,24.1,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 05:00:00,52.2,27.9,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 06:00:00,49.9,29.2,138.0,2.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 07:00:00,43.6,30.3,138.0,1.8,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 08:00:00,36.3,25.4,138.0,1.5,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 09:00:00,92.4,22.4,138.0,2.7,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-17 13:00:00,25.3,24.9,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 14:00:00,28.9,34.1,138.0,2.0,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 19:00:00,42.3,32.7,138.0,2.1,OK
SA07,Zone A,14.169,-6.8783,2025-05-17 21:00:00,37.3,56.4,138.0,2.1,DEFAILLANT
SA07,Zone A,14.169,-6.8783,2025-05-17 22:00:00,30.6,27.0,138.0,2.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 00:00:00,29.6,31.8,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 01:00:00,44.0,21.8,138.0,1.4,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 02:00:00,36.2,29.6,138.0,1.7,EN_MAINTENANCE
SA07,Zone A,14.169,-6.8783,2025-05-18 04:00:00,17.5,31.4,138.0,2.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 06:00:00,49.3,25.2,138.0,2.6,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 07:00:00,23.4,37.1,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 08:00:00,33.8,29.2,138.0,1.2,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 09:00:00,26.5,28.3,138.0,1.9,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 10:00:00,52.1,31.8,138.0,1.3,OK
SA07,Zone A,14.169,-6.8783,2025-05-18 11:00:00,31.6,29.6,138.0,2.4,OK
