id_capteur,zone,latitude,longitude,date_heure,temperature_air,humidite_air,pression,vitesse_vent,direction_vent,pluviometrie,altitude,precision_gps,etat_capteur
MB03,Zone B,14.3431,-6.7381,2025-04-18 16:00:00,33.0,90.9,1013.1,11.8,E,1.6,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-18 18:00:00,24.1,100.0,1009.8,13.9,O,0.45,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-18 21:00:00,26.7,81.8,1011.4,6.8,NO,6.79,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 00:00:00,20.7,96.4,1017.5,15.3,N,1.21,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 01:00:00,21.9,73.7,1008.9,15.3,S,0.76,73.0,1.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 02:00:00,29.5,82.7,1011.1,16.4,NE,0.48,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 03:00:00,28.1,78.9,1024.8,10.3,SO,0.08,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 05:00:00,22.1,61.7,1011.5,14.5,SO,11.69,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 06:00:00,21.2,68.2,1008.3,12.9,NO,2.19,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 10:00:00,32.5,80.6,1015.1,19.0,NE,2.16,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 13:00:00,25.1,57.0,1016.8,15.4,SE,1.55,73.0,2.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 15:00:00,36.7,93.1,1028.0,16.6,NO,2.21,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 17:00:00,21.7,59.4,1011.6,14.9,SE,2.72,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 21:00:00,29.7,77.4,1012.7,16.2,NE,0.69,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-19 22:00:00,27.0,65.1,1004.5,16.6,S,5.1,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 00:00:00,29.8,79.0,1001.9,12.6,E,8.79,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 01:00:00,33.0,53.8,1006.1,16.0,NE,2.79,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 02:00:00,22.5,60.8,1010.3,6.8,NO,1.73,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 03:00:00,32.8,80.4,1008.3,6.8,SO,0.32,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 04:00:00,28.8,73.4,1008.6,2.1,O,1.9,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 05:00:00,35.4,100.0,1005.3,14.9,E,9.18,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 07:00:00,25.0,100.0,1004.8,12.7,S,3.17,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 10:00:00,27.0,76.9,1012.2,1.0,NO,2.86,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 17:00:00,23.8,68.5,1003.9,14.1,S,0.25,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 18:00:00,27.3,76.1,1002.6,3.1,S,17.22,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 20:00:00,26.0,54.7,1008.8,23.7,SE,2.01,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-20 22:00:00,29.1,75.0,1019.2,14.7,SE,5.0,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 00:00:00,34.6,52.6,1015.7,21.7,NE,1.74,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 01:00:00,26.8,66.0,1013.3,22.2,NO,7.97,73.0,3.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 02:00:00,35.6,79.4,1008.7,12.6,E,3.14,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 03:00:00,29.9,68.4,1011.6,25.5,NO,7.31,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 13:00:00,34.1,64.7,1017.3,20.5,SE,3.09,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 16:00:00,20.3,100.0,1001.5,5.8,N,3.94,73.0,1.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 17:00:00,24.0,80.3,1006.7,18.1,SO,6.19,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 18:00:00,34.5,78.1,1012.4,32.5,NO,4.38,73.0,2.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 21:00:00,31.9,63.0,1007.0,17.0,O,0.23,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-21 22:00:00,28.1,93.3,1012.9,21.1,O,0.94,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-22 00:00:00,26.7,71.2,1018.1,14.5,E,5.32,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-22 03:00:00,24.4,48.6,1008.9,13.8,N,11.0,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-22 12:00:00,33.2,70.9,1005.4,8.5,S,6.92,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-22 13:00:00,32.3,70.6,1001.5,12.8,N,16.86,73.0,3.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-22 15:00:00,29.3,70.9,1006.1,21.3,NO,0.68,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-22 16:00:00,21.7,86.5,1007.5,10.8,S,18.07,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 00:00:00,21.5,70.8,1016.9,12.3,O,10.48,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 07:00:00,33.0,67.6,1007.4,6.9,S,0.67,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 09:00:00,37.8,88.5,1009.6,16.5,N,17.14,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 10:00:00,36.8,72.3,1010.1,8.6,NE,4.97,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 13:00:00,27.8,45.8,1023.8,19.5,SO,2.98,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 15:00:00,26.0,88.5,999.0,6.2,NO,2.53,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 19:00:00,29.1,56.2,1011.7,19.9,NO,11.11,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 21:00:00,30.9,79.5,996.0,19.7,S,0.48,73.0,3.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-23 23:00:00,24.6,100.0,1011.5,14.1,O,4.3,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-24 00:00:00,31.7,70.1,1009.8,6.7,O,19.84,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-24 07:00:00,31.5,63.9,1004.1,10.6,E,0.21,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-24 10:00:00,31.1,84.6,1009.1,14.8,NE,1.73,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-24 13:00:00,34.6,66.4,1006.5,3.5,NO,1.61,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-24 14:00:00,31.1,72.9,1010.5,13.0,SO,6.19,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-24 19:00:00,38.8,87.3,1010.9,19.8,O,4.33,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 00:00:00,20.4,82.4,1007.9,9.8,SO,0.21,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 02:00:00,28.9,94.6,1016.4,9.1,E,2.34,73.0,2.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 03:00:00,38.5,50.2,1011.8,24.6,SO,6.41,73.0,1.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 05:00:00,31.2,59.4,995.8,13.1,SO,2.54,73.0,1.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 06:00:00,17.5,82.5,1012.5,20.3,S,1.32,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 09:00:00,32.6,79.9,1010.4,9.2,E,3.66,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 12:00:00,28.9,69.0,1013.2,2.4,S,8.54,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 18:00:00,23.3,100.0,1012.0,9.6,O,5.5,73.0,2.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 20:00:00,32.1,79.3,1004.9,3.1,NO,4.09,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-25 23:00:00,25.3,54.7,1013.7,15.4,E,6.33,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-26 06:00:00,24.4,65.7,1004.5,21.8,E,5.13,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-26 09:00:00,21.3,84.4,1013.4,11.6,N,2.0,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-26 11:00:00,27.7,100.0,1015.2,25.1,NO,1.57,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-26 13:00:00,32.1,82.8,1013.3,3.2,E,9.25,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-26 18:00:00,45.3,92.8,1016.0,29.4,E,2.61,73.0,1.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 05:00:00,27.4,82.5,1012.5,11.3,O,2.99,73.0,1.6,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 07:00:00,33.2,77.8,1006.3,12.4,NO,0.22,73.0,1.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 09:00:00,34.9,71.6,992.5,13.3,S,0.34,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 13:00:00,28.4,65.7,1016.2,5.2,N,8.34,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 16:00:00,28.4,76.2,1007.1,10.5,O,18.93,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 17:00:00,23.5,62.6,1009.9,15.9,N,0.12,73.0,3.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 19:00:00,24.8,49.0,1008.6,13.8,NE,2.3,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 20:00:00,33.5,74.8,1003.4,10.5,SO,9.38,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 21:00:00,33.6,83.1,1006.7,14.8,S,5.21,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 22:00:00,33.9,91.6,1006.3,12.3,NE,3.37,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-27 23:00:00,28.4,54.0,1004.9,11.5,SE,14.84,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 00:00:00,33.9,80.4,1010.2,15.0,E,0.0,73.0,1.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 03:00:00,23.7,54.4,1011.1,14.5,NO,1.6,73.0,2.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 04:00:00,27.0,91.1,1017.3,12.0,SE,1.14,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 06:00:00,35.3,74.0,1007.9,15.6,O,11.66,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 08:00:00,33.1,59.6,1012.0,14.5,SE,3.11,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 09:00:00,28.1,85.9,1016.5,6.9,SE,4.27,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 12:00:00,24.8,54.2,1008.0,21.6,E,1.72,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 16:00:00,24.2,95.5,1016.3,18.2,SE,3.08,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 18:00:00,26.0,90.5,994.0,13.7,O,0.28,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 20:00:00,35.8,91.1,1012.8,20.4,E,7.62,73.0,1.5,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 22:00:00,32.7,85.4,1016.9,14.3,E,6.79,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-28 23:00:00,25.0,58.1,1012.4,18.6,SO,1.28,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 00:00:00,24.4,81.9,1009.9,0.4,S,17.61,73.0,3.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 02:00:00,35.1,82.1,1012.4,12.4,O,1.57,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 04:00:00,26.0,67.8,1011.2,0.5,O,0.32,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 05:00:00,29.5,80.4,1006.6,23.2,E,19.22,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 06:00:00,32.8,77.4,1009.9,25.5,O,0.67,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 17:00:00,26.3,90.3,1006.2,18.7,O,12.89,73.0,2.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-29 20:00:00,24.3,66.8,1010.6,18.8,NE,6.0,73.0,1.4,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 01:00:00,25.8,92.2,1011.4,16.4,N,8.42,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 02:00:00,27.9,84.5,1015.8,17.9,SE,12.19,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 04:00:00,31.4,54.5,1018.0,17.2,SO,4.79,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 06:00:00,28.3,79.3,1015.5,9.7,O,2.71,73.0,2.7,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 09:00:00,28.6,69.0,1018.5,8.7,NO,6.71,73.0,2.8,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 10:00:00,21.0,80.5,1011.8,16.5,S,5.82,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 11:00:00,30.9,78.0,1006.0,6.5,N,0.26,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 15:00:00,29.3,78.1,1008.6,4.6,S,2.11,73.0,1.3,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 18:00:00,33.5,100.0,1011.6,15.1,SE,6.57,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-04-30 23:00:00,16.9,69.5,1014.1,9.5,NO,3.5,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 00:00:00,25.8,99.3,1013.9,8.6,NE,0.02,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 02:00:00,27.6,69.1,1004.2,7.5,S,0.61,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 03:00:00,25.8,81.2,1021.3,27.7,E,13.06,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 04:00:00,32.9,96.8,1001.1,21.5,O,1.7,73.0,3.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 08:00:00,31.1,87.1,1007.3,11.8,E,1.1,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 13:00:00,28.2,73.6,1008.2,12.0,NO,1.55,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 14:00:00,31.5,61.7,995.8,19.4,SE,2.88,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 15:00:00,34.7,88.4,1019.3,13.0,SO,22.58,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 17:00:00,26.6,55.0,1011.9,11.1,O,0.91,73.0,2.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 18:00:00,30.1,75.3,1030.1,6.7,N,2.89,73.0,3.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-01 20:00:00,24.5,58.9,1002.7,4.0,N,0.88,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 04:00:00,31.3,54.0,1006.9,9.1,NE,1.67,73.0,2.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 07:00:00,36.1,78.7,1011.9,7.7,E,2.19,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 08:00:00,28.7,83.6,1006.6,4.7,O,1.94,73.0,1.5,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 10:00:00,29.6,90.7,1012.7,0.0,O,4.48,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 13:00:00,35.9,80.2,1007.1,21.7,S,9.93,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 14:00:00,33.9,67.3,1010.9,14.9,O,7.61,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 19:00:00,33.0,49.9,1020.3,10.2,N,0.85,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 21:00:00,27.4,68.9,1020.1,12.7,O,13.84,73.0,1.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-02 23:00:00,30.0,74.5,1010.2,10.1,NE,0.23,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 00:00:00,31.7,68.6,1001.1,15.5,S,1.05,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 01:00:00,25.5,66.1,1011.1,13.5,N,3.76,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 04:00:00,27.5,90.4,1015.1,6.8,NE,2.0,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 07:00:00,37.0,100.0,1015.8,8.2,N,0.65,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 09:00:00,26.1,53.4,1011.5,8.8,NE,5.64,73.0,2.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 12:00:00,30.0,91.3,1018.5,15.3,O,5.8,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 15:00:00,30.4,71.6,1005.5,13.3,O,3.18,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 18:00:00,22.1,69.6,998.4,18.0,SO,6.08,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 20:00:00,29.2,90.3,1001.7,8.3,SO,12.48,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-03 22:00:00,37.2,76.4,1008.2,18.5,S,28.66,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-04 01:00:00,31.1,69.0,1006.0,10.3,SO,2.67,73.0,1.5,OK
MB03,Zone B,14.3431,-6.7381,2025-05-04 05:00:00,23.9,57.3,1009.3,10.2,S,0.91,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-04 11:00:00,26.4,62.7,1010.2,15.5,SE,1.72,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-04 13:00:00,37.9,71.5,1017.8,13.2,N,5.58,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-04 18:00:00,32.5,73.1,1006.4,11.3,N,0.04,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-05-04 20:00:00,33.5,80.6,1006.0,17.2,NE,0.85,73.0,2.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-05 15:00:00,40.0,59.4,1010.6,12.0,NO,1.44,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-05 17:00:00,28.1,65.5,1011.6,5.7,S,2.04,73.0,1.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-05 21:00:00,28.8,94.0,1011.7,12.7,O,4.33,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 00:00:00,31.1,54.6,1010.3,17.5,E,9.72,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 02:00:00,24.7,75.5,1005.9,12.7,NO,6.97,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 05:00:00,30.4,100.0,1010.9,8.0,S,10.16,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 06:00:00,28.9,76.1,1008.3,21.0,E,11.13,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 08:00:00,28.6,100.0,1012.3,16.0,N,10.43,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 11:00:00,28.1,76.6,1007.2,11.1,SO,4.49,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 12:00:00,33.8,81.6,1002.5,25.6,E,1.27,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 14:00:00,33.9,59.3,1006.3,17.6,E,7.0,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 16:00:00,27.2,90.8,1008.4,22.9,SO,5.83,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 18:00:00,31.0,71.5,1013.0,20.8,NO,1.77,73.0,2.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-06 22:00:00,30.9,100.0,1006.5,10.6,SE,0.08,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 06:00:00,30.6,74.6,1015.8,18.3,N,1.5,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 07:00:00,31.8,73.6,1003.4,2.8,NO,2.2,73.0,2.5,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 08:00:00,26.2,75.5,1018.8,3.7,SE,3.59,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 12:00:00,26.1,77.9,1007.3,14.8,E,2.87,73.0,1.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 17:00:00,24.2,90.7,1022.8,10.7,NE,10.54,73.0,1.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 19:00:00,28.8,55.2,1009.5,17.6,O,18.67,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-07 22:00:00,28.0,53.2,1006.4,23.4,SO,2.34,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 00:00:00,25.8,75.5,1010.9,14.0,O,13.24,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 04:00:00,30.0,87.5,1007.6,20.6,NE,2.03,73.0,1.6,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 07:00:00,38.4,87.5,1013.6,9.3,N,0.16,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 11:00:00,25.6,81.2,1013.1,12.6,N,2.14,73.0,1.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 12:00:00,31.2,69.2,1001.6,12.0,O,2.14,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 14:00:00,24.9,50.7,1012.0,12.3,NE,10.46,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 21:00:00,20.1,74.5,1014.8,11.1,NE,3.32,73.0,2.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-08 22:00:00,33.4,83.0,1009.5,15.1,NO,4.72,73.0,1.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 05:00:00,20.3,46.4,1011.0,3.9,NE,1.57,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 10:00:00,30.0,70.6,1003.6,3.9,SE,3.84,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 12:00:00,23.2,72.7,1014.8,14.3,S,3.16,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 15:00:00,36.1,96.4,1002.7,20.1,N,2.5,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 19:00:00,25.4,29.3,1003.4,8.3,E,5.96,73.0,2.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 20:00:00,35.9,99.6,1013.5,19.4,SO,0.17,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-09 21:00:00,34.8,96.3,1001.2,11.1,N,1.5,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 00:00:00,20.2,100.0,1005.6,12.7,N,0.13,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 08:00:00,29.9,38.3,1010.3,0.0,O,1.26,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 12:00:00,15.1,93.3,1009.2,19.0,S,0.17,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 13:00:00,28.6,79.8,998.9,17.0,E,14.07,73.0,2.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 16:00:00,37.3,42.9,1010.5,17.9,E,16.62,73.0,3.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 17:00:00,26.0,75.3,1012.4,7.5,NO,6.15,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 19:00:00,30.2,88.3,1012.5,18.2,O,4.07,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 21:00:00,33.4,86.6,1011.6,8.2,S,0.95,73.0,1.2,OK
MB03,Zone B,14.3431,-6.7381,2025-05-10 22:00:00,28.7,44.6,1010.0,23.8,SE,9.41,73.0,2.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-11 01:00:00,29.3,60.4,1011.6,10.4,S,7.94,73.0,1.7,OK
MB03,Zone B,14.3431,-6.7381,2025-05-11 02:00:00,30.5,80.5,1014.9,6.1,S,3.66,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-11 03:00:00,31.8,85.3,1018.4,18.2,O,2.44,73.0,2.4,OK
MB03,Zone B,14.3431,-6.7381,2025-05-11 06:00:00,26.5,92.3,1010.0,18.0,SO,0.64,73.0,1.8,OK
MB03,Zone B,14.3431,-6.7381,2025-05-11 08:00:00,17.9,84.8,1002.1,14.4,E,2.49,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-11 10:00:00,24.6,79.6,1009.4,19.6,O,18.55,73.0,2.6,OK
MB03,Zone B,14.3431,-6.7381,2025-05-12 00:00:00,35.7,84.7,1006.9,13.1,SO,0.15,73.0,1.6,OK
MB03,Zone B,14.3431,-6.7381,2025-05-12 01:00:00,26.0,88.5,1012.8,18.4,N,8.04,73.0,1.0,OK
MB03,Zone B,14.3431,-6.7381,2025-05-12 02:00:00,26.2,84.1,1008.7,6.9,SO,8.46,73.0,1.9,OK
MB03,Zone B,14.3431,-6.7381,2025-05-12 03:00:00,23.2,81.9,1017.4,20.2,SE,1.08,73.0,2.1,OK
MB03,Zone B,14.3431,-6.7381,2025-05-12 04:00:00,28.3,92.0,1007.6,12.4,S,5.6,73.0,3.3,OK
MB03,Zone B,14.3431,-6.7381,2025-05-12 07:00:00,23.2,77.2,1019.6,14.3,NO,1.09,73.0,1.4,OK
